season,last.name,first.name.x,first.name.y,games.played,games.started,minutes,average.minutes,field.goals,field.goal.attempts,two.pointers,two.point.attempts,two.point.prop,three.pointers,three.point.attempts,three.point.prop,free.throws,free.throw.attempts,free.throw.prop,offensive.rebounds,defensive.rebounds,assists,turnovers,blocks,steals,points,average.points,total.rebounds,fouls,foul.outs,jersey,class,height,height.inches,weight,redshirt,city,state,link,prior.school
1978.0,Sherod,NA,NA,29.0,NA,968.0,33.37931034482759,122.0,258.0,NA,NA,NA,NA,NA,NA,55.0,87.0,0.632183908045977,NA,NA,83.0,85.0,5.0,56.0,299.0,10.3,68.0,46.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/197778_Stats,NA
1978.0,Elliott,NA,NA,29.0,NA,842.0,29.03448275862069,101.0,185.0,NA,NA,NA,NA,NA,NA,91.0,122.0,0.7459016393442623,NA,NA,31.0,66.0,17.0,7.0,293.0,10.1,196.0,97.0,6.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/197778_Stats,NA
1978.0,Carmack,NA,NA,29.0,NA,527.0,18.17241379310345,99.0,205.0,NA,NA,NA,NA,NA,NA,61.0,86.0,0.7093023255813954,NA,NA,23.0,56.0,4.0,21.0,259.0,8.9,122.0,47.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/197778_Stats,NA
1978.0,Kottak,NA,NA,29.0,NA,665.0,22.93103448275862,99.0,191.0,NA,NA,NA,NA,NA,NA,54.0,71.0,0.7605633802816901,NA,NA,40.0,52.0,5.0,16.0,252.0,8.7,225.0,35.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/197778_Stats,NA
1978.0,Binns,NA,NA,25.0,NA,247.0,9.88,32.0,64.0,NA,NA,NA,NA,NA,NA,35.0,48.0,0.7291666666666666,NA,NA,8.0,16.0,3.0,1.0,99.0,4.0,26.0,31.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/197778_Stats,NA
1978.0,Ringo,NA,NA,12.0,NA,154.0,12.833333333333334,20.0,45.0,NA,NA,NA,NA,NA,NA,7.0,19.0,0.3684210526315789,NA,NA,4.0,14.0,2.0,2.0,47.0,3.9,25.0,26.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/197778_Stats,NA
1978.0,Noe ,NA,NA,11.0,NA,112.0,10.181818181818182,11.0,29.0,NA,NA,NA,NA,NA,NA,10.0,14.0,0.7142857142857143,NA,NA,7.0,8.0,0.0,4.0,32.0,2.9,9.0,20.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/197778_Stats,NA
1978.0,DiMaria,NA,NA,21.0,NA,307.0,14.619047619047619,15.0,32.0,NA,NA,NA,NA,NA,NA,18.0,20.0,0.9,NA,NA,7.0,12.0,0.0,8.0,48.0,2.3,11.0,20.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/197778_Stats,NA
1978.0,Harris,NA,NA,27.0,NA,245.0,9.074074074074074,16.0,34.0,NA,NA,NA,NA,NA,NA,27.0,40.0,0.675,NA,NA,33.0,37.0,1.0,10.0,59.0,2.2,22.0,22.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/197778_Stats,NA
1978.0,Gray,NA,NA,10.0,NA,19.0,1.9,2.0,6.0,NA,NA,NA,NA,NA,NA,3.0,9.0,0.3333333333333333,NA,NA,0.0,1.0,0.0,1.0,7.0,0.7,9.0,2.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/197778_Stats,NA
1978.0,Murrey,NA,NA,12.0,NA,24.0,2.0,2.0,5.0,NA,NA,NA,NA,NA,NA,2.0,6.0,0.3333333333333333,NA,NA,0.0,2.0,1.0,1.0,6.0,0.5,9.0,5.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/197778_Stats,NA
1978.0,Payne,NA,NA,3.0,NA,3.0,1.0,0.0,0.0,NA,NA,NA,NA,NA,NA,0.0,0.0,NaN,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/197778_Stats,NA
1979.0,Watson,NA,Lorenza,25.0,NA,NA,NA,148.0,278.0,NA,NA,NA,NA,NA,NA,91.0,133.0,0.6842105263157895,NA,NA,49.0,56.0,129.0,36.0,387.0,15.5,313.0,91.0,8.0,31.0,Senior,6-9,81.0,190,0.0,Farmville,Va.,http://vcuathletics.com/sports/mbkb/archives/197879_Stats,NA
1979.0,Kottak,NA,Danny,25.0,NA,NA,NA,147.0,271.0,NA,NA,NA,NA,NA,NA,70.0,90.0,0.7777777777777778,NA,NA,67.0,65.0,7.0,21.0,364.0,14.6,111.0,48.0,0.0,21.0,Sophomore,6-5,77.0,180,0.0,Louisville,Ky.,http://vcuathletics.com/sports/mbkb/archives/197879_Stats,NA
1979.0,Elliott,NA,Penny,20.0,NA,NA,NA,93.0,147.0,NA,NA,NA,NA,NA,NA,57.0,93.0,0.6129032258064516,NA,NA,26.0,46.0,13.0,17.0,243.0,12.2,112.0,53.0,1.0,23.0,Sophomore,6-9,81.0,200,0.0,Clearwater,Fla.,http://vcuathletics.com/sports/mbkb/archives/197879_Stats,NA
1979.0,Sherod,NA,NA,25.0,NA,NA,NA,104.0,228.0,NA,NA,NA,NA,NA,NA,56.0,76.0,0.7368421052631579,NA,NA,156.0,75.0,3.0,52.0,264.0,10.6,70.0,30.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/197879_Stats,NA
1979.0,Knight,NA,Monty,25.0,NA,NA,NA,101.0,189.0,NA,NA,NA,NA,NA,NA,44.0,57.0,0.7719298245614035,NA,NA,44.0,48.0,4.0,18.0,246.0,9.8,26.0,56.0,4.0,10.0,Freshman,6-3,75.0,165,0.0,Richmond,Va.,http://vcuathletics.com/sports/mbkb/archives/197879_Stats,NA
1979.0,Stancell,NA,Kenny,25.0,NA,NA,NA,62.0,124.0,NA,NA,NA,NA,NA,NA,26.0,49.0,0.5306122448979592,NA,NA,9.0,27.0,17.0,8.0,150.0,6.0,117.0,52.0,1.0,30.0,Freshman,6-6,78.0,225,0.0,Galatia,N.C.,http://vcuathletics.com/sports/mbkb/archives/197879_Stats,NA
1979.0,McCray ,NA,NA,21.0,NA,NA,NA,51.0,108.0,NA,NA,NA,NA,NA,NA,21.0,29.0,0.7241379310344828,NA,NA,19.0,31.0,7.0,11.0,123.0,5.9,66.0,39.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/197879_Stats,NA
1979.0,Harris,NA,Tim,23.0,NA,NA,NA,22.0,44.0,NA,NA,NA,NA,NA,NA,27.0,50.0,0.54,NA,NA,32.0,29.0,1.0,8.0,71.0,3.1,26.0,20.0,1.0,20.0,Junior,6-2,74.0,180,0.0,Richmond,Va.,http://vcuathletics.com/sports/mbkb/archives/197879_Stats,NA
1979.0,Ringo,NA,Greg,18.0,NA,NA,NA,19.0,41.0,NA,NA,NA,NA,NA,NA,17.0,23.0,0.7391304347826086,NA,NA,7.0,16.0,3.0,4.0,55.0,3.1,39.0,19.0,0.0,50.0,Sophomore,6-5,77.0,190,0.0,Louisville,Ky.,http://vcuathletics.com/sports/mbkb/archives/197879_Stats,NA
1979.0,Crittendon,NA,NA,5.0,NA,NA,NA,5.0,11.0,NA,NA,NA,NA,NA,NA,0.0,0.0,NaN,NA,NA,3.0,1.0,0.0,0.0,10.0,2.0,3.0,4.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/197879_Stats,NA
1979.0,Price,NA,Dain,8.0,NA,NA,NA,3.0,8.0,NA,NA,NA,NA,NA,NA,0.0,0.0,NaN,NA,NA,1.0,2.0,0.0,1.0,6.0,0.8,3.0,1.0,0.0,22.0,Freshman,6-6,78.0,185,0.0,Huntington,W.Va.,http://vcuathletics.com/sports/mbkb/archives/197879_Stats,NA
1980.0,Knight,NA,Monty,30.0,29.0,961.0,32.03333333333333,199.0,411.0,NA,NA,NA,NA,NA,NA,99.0,130.0,0.7615384615384615,NA,NA,60.0,81.0,4.0,27.0,497.0,16.6,90.0,92.0,4.0,10.0,Sophomore,6-3,75.0,165,0.0,Richmond,Va.,http://vcuathletics.com/sports/mbkb/archives/197980_Stats,NA
1980.0,Sherod,NA,NA,30.0,30.0,1075.0,35.833333333333336,164.0,307.0,NA,NA,NA,NA,NA,NA,93.0,118.0,0.788135593220339,NA,NA,163.0,80.0,2.0,49.0,421.0,14.0,99.0,81.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/197980_Stats,NA
1980.0,Kottak,NA,NA,30.0,19.0,821.0,27.366666666666667,111.0,227.0,NA,NA,NA,NA,NA,NA,62.0,81.0,0.7654320987654321,NA,NA,76.0,56.0,4.0,25.0,284.0,9.5,122.0,55.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/197980_Stats,NA
1980.0,McCray,NA,Greg,30.0,17.0,749.0,24.966666666666665,118.0,224.0,NA,NA,NA,NA,NA,NA,47.0,69.0,0.6811594202898551,NA,NA,14.0,54.0,12.0,16.0,283.0,9.4,192.0,98.0,6.0,54.0,Junior,6-8,80.0,210,0.0,Hopewell,Va.,http://vcuathletics.com/sports/mbkb/archives/197980_Stats,NA
1980.0,Jones,NA,Kenny,30.0,30.0,757.0,25.233333333333334,100.0,197.0,NA,NA,NA,NA,NA,NA,48.0,64.0,0.75,NA,NA,15.0,52.0,10.0,7.0,248.0,8.3,175.0,110.0,7.0,55.0,Senior,6-11,83.0,225,0.0,Farmville,Va.,http://vcuathletics.com/sports/mbkb/archives/197980_Stats,NA
1980.0,Stancell,NA,Kenny,30.0,8.0,525.0,17.5,73.0,141.0,NA,NA,NA,NA,NA,NA,35.0,51.0,0.6862745098039216,NA,NA,10.0,28.0,20.0,8.0,181.0,6.0,138.0,76.0,2.0,30.0,Sophomore,6-9,81.0,225,0.0,Galatia,N.C.,http://vcuathletics.com/sports/mbkb/archives/197980_Stats,NA
1980.0,Elliot,NA,NA,21.0,14.0,509.0,24.238095238095237,43.0,123.0,NA,NA,NA,NA,NA,NA,37.0,57.0,0.6491228070175439,NA,NA,37.0,52.0,6.0,12.0,123.0,5.9,123.0,56.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/197980_Stats,NA
1980.0,Harris,NA,Tim,27.0,1.0,312.0,11.555555555555555,38.0,71.0,NA,NA,NA,NA,NA,NA,36.0,71.0,0.5070422535211268,NA,NA,38.0,25.0,2.0,10.0,112.0,4.1,26.0,38.0,2.0,20.0,Senior,6-2,74.0,180,0.0,Richmond,Va.,http://vcuathletics.com/sports/mbkb/archives/197980_Stats,NA
1980.0,Ringo,NA,Greg,20.0,2.0,108.0,5.4,14.0,27.0,NA,NA,NA,NA,NA,NA,8.0,13.0,0.6153846153846154,NA,NA,2.0,5.0,1.0,0.0,36.0,1.8,21.0,20.0,0.0,50.0,Senior,6-5,77.0,190,0.0,Louisville,Ky.,http://vcuathletics.com/sports/mbkb/archives/197980_Stats,NA
1980.0,Downden,NA,NA,1.0,0.0,7.0,7.0,0.0,0.0,NA,NA,NA,NA,NA,NA,1.0,1.0,1.0,NA,NA,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/197980_Stats,NA
1980.0,Bates,NA,Freddie,7.0,0.0,16.0,2.2857142857142856,2.0,6.0,NA,NA,NA,NA,NA,NA,2.0,3.0,0.6666666666666666,NA,NA,0.0,5.0,0.0,0.0,6.0,0.9,4.0,3.0,0.0,22.0,Sophomore,6-3,75.0,185,0.0,Richmond,Va.,http://vcuathletics.com/sports/mbkb/archives/197980_Stats,NA
1981.0,Stancell,NA,Kenny,29.0,29.0,1048.0,36.13793103448276,186.0,348.0,NA,NA,NA,NA,NA,NA,77.0,112.0,0.6875,NA,NA,32.0,72.0,41.0,18.0,449.0,15.5,261.0,95.0,4.0,30.0,Junior,6-9,81.0,225,0.0,Galatia,N.C.,http://vcuathletics.com/sports/mbkb/archives/198081_Stats,NA
1981.0,Kottak,NA,NA,29.0,29.0,1021.0,35.206896551724135,147.0,254.0,NA,NA,NA,NA,NA,NA,76.0,96.0,0.7916666666666666,NA,NA,109.0,67.0,5.0,27.0,370.0,12.8,125.0,53.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/198081_Stats,NA
1981.0,Sherod,NA,NA,29.0,29.0,1103.0,38.03448275862069,117.0,260.0,NA,NA,NA,NA,NA,NA,106.0,136.0,0.7794117647058824,NA,NA,180.0,76.0,5.0,45.0,340.0,11.7,95.0,56.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/198081_Stats,NA
1981.0,Knight,NA,Monty,29.0,28.0,861.0,29.689655172413794,146.0,295.0,NA,NA,NA,NA,NA,NA,41.0,56.0,0.7321428571428571,NA,NA,50.0,42.0,5.0,20.0,333.0,11.5,71.0,60.0,1.0,10.0,Junior,6-3,75.0,165,0.0,Richmond,Va.,http://vcuathletics.com/sports/mbkb/archives/198081_Stats,NA
1981.0,McCray ,NA,NA,29.0,29.0,985.0,33.96551724137931,114.0,240.0,NA,NA,NA,NA,NA,NA,45.0,65.0,0.6923076923076923,NA,NA,54.0,52.0,22.0,17.0,273.0,9.4,281.0,95.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/198081_Stats,NA
1981.0,Davis,NA,Stanley,21.0,0.0,97.0,4.619047619047619,10.0,20.0,NA,NA,NA,NA,NA,NA,10.0,23.0,0.43478260869565216,NA,NA,7.0,11.0,2.0,3.0,30.0,1.4,10.0,13.0,0.0,11.0,Freshman,6-3,75.0,165,0.0,Albemarle,Va.,http://vcuathletics.com/sports/mbkb/archives/198081_Stats,NA
1981.0,Turns,NA,Jim,24.0,0.0,156.0,6.5,10.0,22.0,NA,NA,NA,NA,NA,NA,4.0,11.0,0.36363636363636365,NA,NA,9.0,7.0,4.0,1.0,27.0,1.1,27.0,26.0,0.0,55.0,Freshman,6-10,82.0,200,0.0,Harrisburg,Pa.,http://vcuathletics.com/sports/mbkb/archives/198081_Stats,NA
1981.0,Eley,NA,Natan,23.0,0.0,135.0,5.869565217391305,5.0,14.0,NA,NA,NA,NA,NA,NA,4.0,10.0,0.4,NA,NA,6.0,6.0,0.0,1.0,14.0,0.6,20.0,17.0,0.0,45.0,Freshman,6-7,79.0,185,0.0,Newport News,Va.,http://vcuathletics.com/sports/mbkb/archives/198081_Stats,NA
1981.0,Faison,NA,Daniel,12.0,0.0,32.0,2.6666666666666665,2.0,6.0,NA,NA,NA,NA,NA,NA,3.0,9.0,0.3333333333333333,NA,NA,0.0,2.0,0.0,1.0,7.0,0.5,6.0,4.0,0.0,33.0,Freshman,6-6,78.0,190,0.0,Bartow,Fla.,http://vcuathletics.com/sports/mbkb/archives/198081_Stats,NA
1981.0,Jones,NA,Don,20.0,0.0,50.0,2.5,3.0,4.0,NA,NA,NA,NA,NA,NA,1.0,3.0,0.3333333333333333,NA,NA,1.0,0.0,1.0,1.0,7.0,0.4,5.0,8.0,0.0,41.0,Freshman,6-8,80.0,210,0.0,Camden,N.J.,http://vcuathletics.com/sports/mbkb/archives/198081_Stats,NA
1981.0,Hackett,NA,Lewis,4.0,0.0,7.0,1.75,0.0,3.0,NA,NA,NA,NA,NA,NA,0.0,0.0,NaN,NA,NA,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,Freshman,6-2,74.0,165,0.0,Richmond,Va.,http://vcuathletics.com/sports/mbkb/archives/198081_Stats,NA
1982.0,Knight,NA,Monty,28.0,28.0,1006.0,35.92857142857143,197.0,365.0,NA,NA,NA,NA,NA,NA,79.0,109.0,0.7247706422018348,NA,NA,75.0,58.0,5.0,17.0,473.0,16.9,74.0,55.0,2.0,10.0,Senior,6-3,75.0,170,0.0,Richmond,Va.,http://vcuathletics.com/sports/mbkb/archives/198182_Stats,Thomas Jefferson
1982.0,Stancell,NA,Kenny,28.0,27.0,966.0,34.5,168.0,305.0,NA,NA,NA,NA,NA,NA,68.0,105.0,0.6476190476190476,NA,NA,29.0,62.0,39.0,15.0,404.0,14.4,228.0,80.0,3.0,30.0,Senior,6-9,81.0,225,0.0,Galatia,N.C.,http://vcuathletics.com/sports/mbkb/archives/198182_Stats,Northampton County
1982.0,Corker,NA,Randy,28.0,23.0,830.0,29.642857142857142,124.0,216.0,NA,NA,NA,NA,NA,NA,48.0,68.0,0.7058823529411765,NA,NA,18.0,56.0,3.0,14.0,296.0,10.6,177.0,90.0,4.0,21.0,Sophomore,6-5,77.0,220,0.0,Trenton,N.J.,http://vcuathletics.com/sports/mbkb/archives/198182_Stats,Trenton
1982.0,Duncan,NA,Calvin,28.0,7.0,629.0,22.464285714285715,74.0,179.0,NA,NA,NA,NA,NA,NA,65.0,77.0,0.8441558441558441,NA,NA,64.0,51.0,1.0,24.0,213.0,7.6,84.0,68.0,6.0,5.0,Freshman,6-3,75.0,202,0.0,Roselle,N.Y.,http://vcuathletics.com/sports/mbkb/archives/198182_Stats,Oak Hill Academy
1982.0,Lamb,NA,Rolando,28.0,28.0,806.0,28.785714285714285,68.0,151.0,NA,NA,NA,NA,NA,NA,39.0,54.0,0.7222222222222222,NA,NA,125.0,77.0,9.0,50.0,175.0,6.3,55.0,78.0,7.0,20.0,Freshman,6-2,74.0,174,0.0,Norfolk,Va.,http://vcuathletics.com/sports/mbkb/archives/198182_Stats,Cradock
1982.0,Schlegel,NA,Mike,28.0,21.0,549.0,19.607142857142858,40.0,78.0,NA,NA,NA,NA,NA,NA,30.0,49.0,0.6122448979591837,NA,NA,13.0,32.0,3.0,7.0,110.0,3.9,88.0,62.0,0.0,43.0,Freshman,6-8,80.0,210,0.0,Bay Shore,N.Y.,http://vcuathletics.com/sports/mbkb/archives/198182_Stats,Bay Shore
1982.0,Shropshire,G.,Greg,21.0,1.0,161.0,7.666666666666667,18.0,50.0,NA,NA,NA,NA,NA,NA,8.0,14.0,0.5714285714285714,NA,NA,14.0,7.0,0.0,4.0,44.0,2.1,20.0,11.0,0.0,44.0,Junior,6-4,76.0,180,0.0,Fort Worth,Texas,http://vcuathletics.com/sports/mbkb/archives/198182_Stats,Paschal
1982.0,Jones,NA,Don,13.0,2.0,116.0,8.923076923076923,7.0,21.0,NA,NA,NA,NA,NA,NA,9.0,16.0,0.5625,NA,NA,2.0,4.0,1.0,2.0,23.0,1.8,18.0,11.0,0.0,41.0,Sophomore,6-8,80.0,205,0.0,Camden,N.J.,http://vcuathletics.com/sports/mbkb/archives/198182_Stats,Camden
1982.0,Davis,NA,Stanley,24.0,0.0,217.0,9.041666666666666,12.0,37.0,NA,NA,NA,NA,NA,NA,10.0,14.0,0.7142857142857143,NA,NA,29.0,15.0,0.0,5.0,34.0,1.4,10.0,36.0,1.0,11.0,Sophomore,6-2,74.0,165,0.0,Barboursville,Va.,http://vcuathletics.com/sports/mbkb/archives/198182_Stats,Albemarle
1982.0,Carr,NA,Tim,18.0,0.0,62.0,3.4444444444444446,6.0,15.0,NA,NA,NA,NA,NA,NA,7.0,11.0,0.6363636363636364,NA,NA,1.0,7.0,0.0,0.0,19.0,1.1,15.0,15.0,0.0,22.0,Senior,6-9,81.0,210,0.0,Richmond,Va.,http://vcuathletics.com/sports/mbkb/archives/198182_Stats,Midlothian
1982.0,Shropshire,D.,Bobby,10.0,0.0,17.0,1.7,1.0,3.0,NA,NA,NA,NA,NA,NA,6.0,8.0,0.75,NA,NA,0.0,2.0,0.0,0.0,8.0,0.8,1.0,3.0,0.0,50.0,Freshman,6-4,76.0,170,0.0,Fort Worth,Texas,http://vcuathletics.com/sports/mbkb/archives/198182_Stats,Paschal
1983.0,Duncan,Calvin,Calvin,31.0,31.0,1051.0,34.0,189.0,376.0,NA,NA,NA,NA,NA,NA,145.0,175.0,0.8285714285714286,NA,NA,123.0,94.0,3.0,26.0,539.0,17.4,162.0,54.0,2.0,5.0,Sophomore,6-3,75.0,200,0.0,Roselle,N.J.,http://vcuathletics.com/sports/mbkb/archives/198283_Stats,NA
1983.0,Brown,Fred,Fred,31.0,31.0,1035.0,24.0,201.0,377.0,NA,NA,NA,NA,NA,NA,77.0,106.0,0.7264150943396226,NA,NA,38.0,41.0,14.0,32.0,405.0,13.1,234.0,78.0,2.0,15.0,Senior,6-4,76.0,188,0.0,Bronx,N.Y.,http://vcuathletics.com/sports/mbkb/archives/198283_Stats,NA
1983.0,Brown,Michael,Michael,31.0,31.0,986.0,32.0,150.0,283.0,NA,NA,NA,NA,NA,NA,29.0,46.0,0.6304347826086957,NA,NA,39.0,69.0,1.0,29.0,329.0,10.6,130.0,91.0,2.0,22.0,Freshman,6-5,77.0,193,0.0,Hopewell,Va.,http://vcuathletics.com/sports/mbkb/archives/198283_Stats,NA
1983.0,Lamb,Rolando,Rolando,31.0,31.0,1015.0,33.0,67.0,154.0,NA,NA,NA,NA,NA,NA,64.0,86.0,0.7441860465116279,NA,NA,156.0,88.0,19.0,72.0,224.0,7.2,56.0,78.0,1.0,20.0,Sophomore,6-2,74.0,175,0.0,Portsmouth,Va.,http://vcuathletics.com/sports/mbkb/archives/198283_Stats,NA
1983.0,Corker,Randy,Randy,23.0,0.0,382.0,17.0,55.0,103.0,NA,NA,NA,NA,NA,NA,50.0,65.0,0.7692307692307693,NA,NA,6.0,26.0,3.0,6.0,161.0,7.0,66.0,61.0,3.0,21.0,Junior,6-5,77.0,220,0.0,Trenton,N.J.,http://vcuathletics.com/sports/mbkb/archives/198283_Stats,NA
1983.0,Davis,Stanley,Stanley,31.0,0.0,411.0,13.0,47.0,91.0,NA,NA,NA,NA,NA,NA,16.0,30.0,0.5333333333333333,NA,NA,23.0,26.0,1.0,19.0,114.0,3.7,36.0,33.0,1.0,11.0,Junior,6-2,74.0,165,0.0,Barboursville,Va.,http://vcuathletics.com/sports/mbkb/archives/198283_Stats,NA
1983.0,Shropshire,Greg,Greg,21.0,0.0,140.0,7.0,15.0,31.0,NA,NA,NA,NA,NA,NA,16.0,20.0,0.8,NA,NA,1.0,3.0,0.0,4.0,47.0,2.2,8.0,10.0,0.0,44.0,Senior,6-4,76.0,175,0.0,Fort Worth,Texas,http://vcuathletics.com/sports/mbkb/archives/198283_Stats,NA
1983.0,Evans,Butch,Butch,13.0,0.0,58.0,4.0,5.0,11.0,NA,NA,NA,NA,NA,NA,7.0,9.0,0.7777777777777778,NA,NA,9.0,11.0,2.0,2.0,17.0,1.3,0.0,6.0,0.0,10.0,Freshman,6-1,73.0,167,0.0,Carlisle,Pa.,http://vcuathletics.com/sports/mbkb/archives/198283_Stats,NA
1983.0,McIntosh,Gary ,Gary,21.0,0.0,147.0,7.0,5.0,14.0,NA,NA,NA,NA,NA,NA,10.0,23.0,0.43478260869565216,NA,NA,4.0,5.0,1.0,1.0,20.0,1.0,27.0,13.0,0.0,30.0,Junior,6-8,80.0,215,0.0,Freeport,Bahamas,http://vcuathletics.com/sports/mbkb/archives/198283_Stats,NA
1983.0,Swinton,Chico,Chico,8.0,0.0,24.0,3.0,1.0,3.0,NA,NA,NA,NA,NA,NA,2.0,3.0,0.6666666666666666,NA,NA,0.0,2.0,1.0,0.0,4.0,0.5,4.0,6.0,0.0,45.0,Junior,6-6,78.0,215,0.0,Florence,S.C.,http://vcuathletics.com/sports/mbkb/archives/198283_Stats,NA
1984.0,Duncan,Calvin,Calvin,29.0,26.0,965.0,33.0,141.0,322.0,NA,NA,NA,NA,NA,NA,111.0,140.0,0.7928571428571428,NA,NA,105.0,74.0,5.0,24.0,393.0,13.6,120.0,54.0,1.0,5.0,Junior,6-3,75.0,200,0.0,Linden,N.J.,http://vcuathletics.com/sports/mbkb/archives/198384_Stats,Oak Hill Academy
1984.0,Schlegel,Mike,Mike,30.0,30.0,1e3,33.0,127.0,231.0,NA,NA,NA,NA,NA,NA,90.0,120.0,0.75,NA,NA,13.0,51.0,11.0,17.0,344.0,11.5,215.0,73.0,3.0,43.0,Junior,6-8,80.0,235,0.0,Bay Shore,N.Y.,http://vcuathletics.com/sports/mbkb/archives/198384_Stats,Bay Shore
1984.0,Brown,Michael,Michael,30.0,30.0,986.0,33.0,151.0,265.0,NA,NA,NA,NA,NA,NA,34.0,56.0,0.6071428571428571,NA,NA,46.0,33.0,2.0,28.0,336.0,11.2,131.0,62.0,1.0,22.0,Sophomore,6-4,76.0,195,0.0,Hopewell,Va.,http://vcuathletics.com/sports/mbkb/archives/198384_Stats,Hopewell
1984.0,Dickerson,Robert,Robert,30.0,0.0,555.0,19.0,95.0,187.0,NA,NA,NA,NA,NA,NA,46.0,66.0,0.696969696969697,NA,NA,14.0,39.0,10.0,21.0,236.0,7.9,99.0,73.0,3.0,15.0,Junior,6-6,78.0,180,0.0,Opelika,Ala.,http://vcuathletics.com/sports/mbkb/archives/198384_Stats,Amarillo Junior College
1984.0,Lamb,Rolando ,Rolando,29.0,20.0,695.0,23.0,69.0,131.0,NA,NA,NA,NA,NA,NA,40.0,58.0,0.6896551724137931,NA,NA,119.0,60.0,12.0,47.0,178.0,5.9,54.0,41.0,1.0,20.0,Junior,6-2,74.0,175,0.0,Portsmouth,Va.,http://vcuathletics.com/sports/mbkb/archives/198384_Stats,Cradock
1984.0,Jones,Nicky,Nicky,30.0,9.0,482.0,16.0,47.0,100.0,NA,NA,NA,NA,NA,NA,36.0,49.0,0.7346938775510204,NA,NA,87.0,45.0,1.0,21.0,130.0,4.3,53.0,44.0,0.0,3.0,Junior,6-3,75.0,175,0.0,Rayne,La.,http://vcuathletics.com/sports/mbkb/archives/198384_Stats,Amarillo Junior College
1984.0,Wake,Neil,NA,30.0,29.0,635.0,21.0,46.0,90.0,NA,NA,NA,NA,NA,NA,38.0,55.0,0.6909090909090909,NA,NA,13.0,15.0,19.0,19.0,130.0,4.3,114.0,80.0,4.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/198384_Stats,NA
1984.0,Davis,Stanley,Stanley,29.0,5.0,300.0,10.0,39.0,84.0,NA,NA,NA,NA,NA,NA,9.0,20.0,0.45,NA,NA,25.0,18.0,0.0,6.0,87.0,3.0,32.0,17.0,0.0,11.0,Senior,6-2,74.0,165,0.0,Barboursville,Va.,http://vcuathletics.com/sports/mbkb/archives/198384_Stats,Fork Union
1984.0,Franco,Don,Don,28.0,1.0,285.0,10.0,35.0,73.0,NA,NA,NA,NA,NA,NA,13.0,28.0,0.4642857142857143,NA,NA,16.0,33.0,1.0,8.0,83.0,3.0,39.0,20.0,0.0,33.0,Freshman,6-6,78.0,170,0.0,Linden,N.J.,http://vcuathletics.com/sports/mbkb/archives/198384_Stats,Linden
1984.0,Robinson,Alvin,Alvin,4.0,0.0,36.0,9.0,4.0,6.0,NA,NA,NA,NA,NA,NA,1.0,2.0,0.5,NA,NA,1.0,2.0,3.0,0.0,9.0,2.3,3.0,2.0,0.0,41.0,Freshman,6-9,81.0,195,0.0,Aiken,S.C.,http://vcuathletics.com/sports/mbkb/archives/198384_Stats,South Aiken
