season,last.name,first.name.x,first.name.y,games.played,games.started,minutes,average.minutes,field.goals,field.goal.attempts,two.pointers,two.point.attempts,two.point.prop,three.pointers,three.point.attempts,three.point.prop,free.throws,free.throw.attempts,free.throw.prop,offensive.rebounds,defensive.rebounds,assists,turnovers,blocks,steals,points,average.points,total.rebounds,fouls,foul.outs,jersey,class,height,height.inches,weight,redshirt,city,state,link,prior.school
1984.0,Allen,Bruce,Bruce,14.0,0.0,86.0,6.0,10.0,20.0,NA,NA,NA,NA,NA,NA,3.0,5.0,0.6,NA,NA,9.0,3.0,0.0,2.0,23.0,1.6,7.0,12.0,0.0,10.0,Freshman,6-0,72.0,170,0.0,Newark,Ohio,http://vcuathletics.com/sports/mbkb/archives/198384_Stats,Newark
1985.0,Lamb,Rolando,Rolando,32.0,32.0,1114.0,35.0,210.0,391.0,NA,NA,NA,NA,NA,NA,133.0,167.0,0.7964071856287425,NA,NA,150.0,89.0,9.0,88.0,553.0,17.3,95.0,79.0,3.0,20.0,Senior,6-2,74.0,175,0.0,Portsmouth,Va.,http://vcuathletics.com/sports/mbkb/archives/198485_Stats,Cradock
1985.0,Duncan,Calvin,Calvin,32.0,32.0,1140.0,36.0,183.0,379.0,NA,NA,NA,NA,NA,NA,119.0,147.0,0.8095238095238095,NA,NA,142.0,102.0,4.0,30.0,485.0,15.2,161.0,63.0,1.0,5.0,Senior,6-3,75.0,196,0.0,Linden,N.J.,http://vcuathletics.com/sports/mbkb/archives/198485_Stats,Oak Hill
1985.0,Schlegel,Mike,NA,32.0,32.0,1034.0,32.0,167.0,291.0,NA,NA,NA,NA,NA,NA,80.0,119.0,0.6722689075630253,NA,NA,46.0,54.0,10.0,18.0,414.0,12.9,260.0,96.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/198485_Stats,NA
1985.0,Brown,Michael,Michael,32.0,32.0,1107.0,35.0,151.0,278.0,NA,NA,NA,NA,NA,NA,43.0,67.0,0.6417910447761194,NA,NA,53.0,47.0,2.0,29.0,345.0,10.8,136.0,84.0,1.0,22.0,Junior,6-5,77.0,193,0.0,Hopewell,Va.,http://vcuathletics.com/sports/mbkb/archives/198485_Stats,Hopewell
1985.0,Dickerson,Robert,Robert,31.0,0.0,439.0,14.0,86.0,158.0,NA,NA,NA,NA,NA,NA,30.0,42.0,0.7142857142857143,NA,NA,4.0,18.0,5.0,12.0,202.0,6.5,66.0,59.0,1.0,15.0,Senior,6-6,78.0,180,0.0,Opelika,Ala.,http://vcuathletics.com/sports/mbkb/archives/198485_Stats,Opelika (Amarillo Junior College)
1985.0,Wake,Neil,Neil,32.0,32.0,767.0,24.0,48.0,95.0,NA,NA,NA,NA,NA,NA,55.0,78.0,0.7051282051282052,NA,NA,19.0,26.0,12.0,25.0,151.0,4.7,135.0,98.0,6.0,30.0,Senior,6-7,79.0,230,0.0,Wake,Va.,http://vcuathletics.com/sports/mbkb/archives/198485_Stats,Middlesex (Southeast Community College)
1985.0,Reid,Darrell,Darrell,24.0,0.0,174.0,7.0,16.0,28.0,NA,NA,NA,NA,NA,NA,7.0,7.0,1.0,NA,NA,1.0,12.0,0.0,2.0,39.0,1.6,21.0,38.0,1.0,24.0,Freshman,6-6,78.0,190,0.0,Oakton,Va.,http://vcuathletics.com/sports/mbkb/archives/198485_Stats,Oakton
1985.0,Robinson,Alvin,Alvin,27.0,0.0,218.0,8.0,10.0,24.0,NA,NA,NA,NA,NA,NA,16.0,27.0,0.5925925925925926,NA,NA,2.0,12.0,14.0,3.0,36.0,1.3,50.0,42.0,0.0,41.0,Freshman,6-9,81.0,205,0.0,Aiken,S.C.,http://vcuathletics.com/sports/mbkb/archives/198485_Stats,South Aiken
1985.0,Stinnie,Phil,Phil,26.0,0.0,131.0,5.0,11.0,31.0,NA,NA,NA,NA,NA,NA,7.0,10.0,0.7,NA,NA,0.0,18.0,3.0,7.0,29.0,1.1,20.0,25.0,0.0,35.0,Freshman,6-8,80.0,208,0.0,Charlottesville,Va.,http://vcuathletics.com/sports/mbkb/archives/198485_Stats,Charlottesville
1985.0,Allen,Bruce,Bruce,25.0,0.0,132.0,5.0,8.0,23.0,NA,NA,NA,NA,NA,NA,9.0,14.0,0.6428571428571429,NA,NA,19.0,10.0,1.0,6.0,25.0,1.0,4.0,10.0,0.0,10.0,Sophomore,6-0,72.0,170,0.0,Newark,Ohio,http://vcuathletics.com/sports/mbkb/archives/198485_Stats,Newark
1985.0,Franco,Don,Don,26.0,0.0,141.0,5.0,8.0,27.0,NA,NA,NA,NA,NA,NA,8.0,18.0,0.4444444444444444,NA,NA,6.0,19.0,0.0,4.0,24.0,0.9,14.0,14.0,0.0,33.0,Sophomore,6-5,77.0,190,0.0,Linden,N.J.,http://vcuathletics.com/sports/mbkb/archives/198485_Stats,Linden
1985.0,Black,Andy,Andy,10.0,0.0,19.0,2.0,2.0,8.0,NA,NA,NA,NA,NA,NA,4.0,6.0,0.6666666666666666,NA,NA,0.0,0.0,0.0,2.0,8.0,0.8,6.0,1.0,0.0,21.0,Sophomore,6-4,76.0,200,0.0,Vienna,Va.,http://vcuathletics.com/sports/mbkb/archives/198485_Stats,Oak Hill (Appalachian State)
1985.0,Still,David,David,5.0,0.0,9.0,2.0,1.0,3.0,NA,NA,NA,NA,NA,NA,0.0,0.0,NaN,NA,NA,0.0,0.0,0.0,0.0,2.0,0.4,1.0,2.0,0.0,45.0,Freshman,6-8,80.0,200,0.0,Vineland,N.J.,http://vcuathletics.com/sports/mbkb/archives/198485_Stats,Vineland
1986.0,Jones,Nicky,Nicky,28.0,28.0,1018.0,36.0,166.0,387.0,NA,NA,NA,NA,NA,NA,94.0,115.0,0.8173913043478261,NA,NA,120.0,85.0,1.0,71.0,426.0,15.2,144.0,85.0,5.0,3.0,Senior,6-2,74.0,175,0.0,Rayne,La.,http://vcuathletics.com/sports/mbkb/archives/198586_Stats,Amarillo Junior College
1986.0,Brown,Michael,Michael,28.0,28.0,1002.0,36.0,160.0,333.0,NA,NA,NA,NA,NA,NA,39.0,61.0,0.639344262295082,NA,NA,39.0,62.0,3.0,26.0,359.0,12.8,139.0,57.0,1.0,22.0,Senior,6-5,77.0,198,0.0,Hopewell,Va.,http://vcuathletics.com/sports/mbkb/archives/198586_Stats,Hopewell
1986.0,Stinnie,Phil,Phil,28.0,26.0,922.0,33.0,138.0,300.0,NA,NA,NA,NA,NA,NA,75.0,94.0,0.7978723404255319,NA,NA,24.0,71.0,21.0,16.0,351.0,12.5,199.0,77.0,4.0,35.0,Sophomore,6-8,80.0,212,0.0,Charlottesville,Va.,http://vcuathletics.com/sports/mbkb/archives/198586_Stats,Charlottesville
1986.0,Allen,Bruce,Bruce,27.0,23.0,895.0,33.0,106.0,228.0,NA,NA,NA,NA,NA,NA,28.0,35.0,0.8,NA,NA,96.0,44.0,0.0,34.0,240.0,8.9,43.0,50.0,1.0,10.0,Junior,6-0,72.0,170,0.0,Newark,Ohio,http://vcuathletics.com/sports/mbkb/archives/198586_Stats,Newak
1986.0,Robinson,Alvin,Alvin,28.0,24.0,657.0,23.0,45.0,104.0,NA,NA,NA,NA,NA,NA,53.0,82.0,0.6463414634146342,NA,NA,16.0,40.0,42.0,7.0,143.0,5.1,137.0,107.0,11.0,41.0,Sophomore,6-9,81.0,218,0.0,Aiken,S.C.,http://vcuathletics.com/sports/mbkb/archives/198586_Stats,South Aiken
1986.0,Pettway,Bruce,Bruce,27.0,4.0,293.0,11.0,32.0,68.0,NA,NA,NA,NA,NA,NA,23.0,34.0,0.6764705882352942,NA,NA,2.0,24.0,4.0,5.0,87.0,3.2,54.0,54.0,5.0,52.0,Sophomore,6-6,78.0,215,0.0,Birmingham,Ala.,http://vcuathletics.com/sports/mbkb/archives/198586_Stats,University of Alabama
1986.0,Franco,Don,Don,26.0,4.0,256.0,10.0,20.0,62.0,NA,NA,NA,NA,NA,NA,16.0,19.0,0.8421052631578947,NA,NA,10.0,17.0,0.0,8.0,56.0,2.2,31.0,15.0,0.0,33.0,Junior,6-5,77.0,198,0.0,Linden,N.J.,http://vcuathletics.com/sports/mbkb/archives/198586_Stats,Linden
1986.0,Black,Andy ,Andy,15.0,0.0,83.0,6.0,11.0,25.0,NA,NA,NA,NA,NA,NA,7.0,8.0,0.875,NA,NA,7.0,7.0,0.0,1.0,29.0,1.9,8.0,8.0,0.0,21.0,Freshman,6-4,76.0,200,0.0,Vienna,Va.,http://vcuathletics.com/sports/mbkb/archives/198586_Stats,Appalachin State
1986.0,Bender,Brian ,Brian,17.0,0.0,82.0,5.0,9.0,34.0,NA,NA,NA,NA,NA,NA,7.0,8.0,0.875,NA,NA,3.0,6.0,0.0,1.0,25.0,1.5,10.0,3.0,0.0,20.0,Freshman,6-3,75.0,175,0.0,Midfield,Ala.,http://vcuathletics.com/sports/mbkb/archives/198586_Stats,Midfield
1986.0,Reid,Darrell,Darrell,28.0,1.0,203.0,7.0,15.0,35.0,NA,NA,NA,NA,NA,NA,6.0,14.0,0.42857142857142855,NA,NA,13.0,17.0,0.0,7.0,36.0,1.3,41.0,37.0,1.0,24.0,Sophomore,6-6,78.0,237,0.0,Oakton,Va,http://vcuathletics.com/sports/mbkb/archives/198586_Stats,Oakton
1986.0,Jennings,Willie,Willie,19.0,0.0,120.0,6.0,10.0,23.0,NA,NA,NA,NA,NA,NA,5.0,18.0,0.2777777777777778,NA,NA,1.0,10.0,7.0,4.0,25.0,1.3,27.0,21.0,0.0,45.0,Junior,6-9,81.0,205,0.0,Richmond,Va.,http://vcuathletics.com/sports/mbkb/archives/198586_Stats,San Jacinto Junior College
1986.0,Robinson,Bruce,Bruce,8.0,0.0,18.0,2.0,4.0,12.0,NA,NA,NA,NA,NA,NA,0.0,0.0,NaN,NA,NA,0.0,2.0,1.0,0.0,8.0,1.0,4.0,2.0,0.0,15.0,Freshman,6-7,79.0,175,0.0,Richmond,Va.,http://vcuathletics.com/sports/mbkb/archives/198586_Stats,Henrico
1986.0,McGhee,Derrick,Derrick,19.0,1.0,113.0,6.0,5.0,16.0,NA,NA,NA,NA,NA,NA,5.0,10.0,0.5,NA,NA,7.0,13.0,0.0,1.0,15.0,0.8,15.0,16.0,0.0,5.0,Freshman,6-2,74.0,180,0.0,Elizabeth,N.J.,http://vcuathletics.com/sports/mbkb/archives/198586_Stats,Elizabeth
1986.0,Feazell,William,William,21.0,1.0,113.0,5.0,3.0,14.0,NA,NA,NA,NA,NA,NA,5.0,6.0,0.8333333333333334,NA,NA,3.0,8.0,0.0,2.0,11.0,0.5,26.0,24.0,0.0,30.0,Junior,6-7,79.0,210,0.0,Detroit,Mich.,http://vcuathletics.com/sports/mbkb/archives/198586_Stats,Garden City Community College
1987.0,Stinnie,Phil,NA,31.0,31.0,966.0,31.0,177.0,349.0,174.0,342.0,0.5087719298245614,3.0,7.0,0.42857142857142855,105.0,144.0,0.7291666666666666,75.0,158.0,33.0,NA,20.0,32.0,462.0,14.9,233.0,103.0,3.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/198687_Stats,NA
1987.0,Allen,Bruce,NA,31.0,31.0,1069.0,35.0,151.0,360.0,98.0,222.0,0.44144144144144143,53.0,138.0,0.38405797101449274,47.0,71.0,0.6619718309859155,15.0,59.0,133.0,NA,2.0,47.0,402.0,13.0,74.0,61.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/198687_Stats,NA
1987.0,Strayhorn,Pete,NA,31.0,26.0,910.0,29.0,141.0,301.0,141.0,301.0,0.4684385382059801,0.0,0.0,NaN,74.0,98.0,0.7551020408163265,66.0,90.0,50.0,NA,10.0,44.0,356.0,11.5,156.0,89.0,3.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/198687_Stats,NA
1987.0,McGhee,Derrick,NA,31.0,19.0,703.0,23.0,76.0,162.0,75.0,158.0,0.47468354430379744,1.0,4.0,0.25,46.0,103.0,0.44660194174757284,20.0,36.0,56.0,NA,0.0,33.0,21.7,7.0,56.0,89.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/198687_Stats,NA
1987.0,Hicks,Alvin,NA,30.0,11.0,568.0,19.0,71.0,182.0,59.0,137.0,0.4306569343065693,12.0,45.0,0.26666666666666666,29.0,44.0,0.6590909090909091,21.0,41.0,39.0,NA,0.0,22.0,183.0,6.1,62.0,69.0,4.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/198687_Stats,NA
1987.0,Thompson,John,NA,24.0,2.0,403.0,17.0,51.0,99.0,51.0,99.0,0.5151515151515151,0.0,0.0,NaN,32.0,47.0,0.6808510638297872,38.0,57.0,9.0,NA,3.0,12.0,134.0,5.6,95.0,52.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/198687_Stats,NA
1987.0,Pettway,Bruce,NA,31.0,14.0,407.0,13.0,52.0,131.0,52.0,131.0,0.3969465648854962,0.0,0.0,NaN,41.0,67.0,0.6119402985074627,36.0,59.0,7.0,NA,3.0,15.0,145.0,4.7,95.0,70.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/198687_Stats,NA
1987.0,Franco,Don,NA,28.0,0.0,228.0,8.0,37.0,84.0,20.0,48.0,0.4166666666666667,17.0,36.0,0.4722222222222222,13.0,19.0,0.6842105263157895,14.0,20.0,8.0,NA,2.0,8.0,104.0,3.7,34.0,26.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/198687_Stats,NA
1987.0,Black,Andy ,NA,18.0,0.0,86.0,5.0,10.0,29.0,9.0,20.0,0.45,1.0,9.0,0.1111111111111111,9.0,13.0,0.6923076923076923,8.0,8.0,8.0,NA,0.0,4.0,30.0,1.7,16.0,8.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/198687_Stats,NA
1987.0,Feazell,William,NA,27.0,4.0,269.0,10.0,16.0,38.0,16.0,38.0,0.42105263157894735,0.0,0.0,NaN,13.0,21.0,0.6190476190476191,32.0,41.0,6.0,NA,2.0,11.0,45.0,1.7,73.0,43.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/198687_Stats,NA
1987.0,Bender,Brian,NA,9.0,0.0,22.0,2.0,4.0,6.0,3.0,3.0,1.0,1.0,3.0,0.3333333333333333,1.0,2.0,0.5,1.0,2.0,0.0,NA,0.0,0.0,10.0,1.1,3.0,1.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/198687_Stats,NA
1987.0,Henlan,Martin,NA,8.0,0.0,34.0,4.0,3.0,9.0,3.0,9.0,0.3333333333333333,0.0,0.0,NaN,2.0,4.0,0.5,4.0,8.0,2.0,NA,1.0,0.0,8.0,1.0,12.0,4.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/198687_Stats,NA
1987.0,Bacon,Lonel,NA,17.0,0.0,76.0,5.0,4.0,21.0,2.0,13.0,0.15384615384615385,2.0,8.0,0.25,3.0,4.0,0.75,2.0,1.0,9.0,NA,0.0,6.0,13.0,0.8,3.0,6.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/198687_Stats,NA
1987.0,Reid,Darrell,NA,12.0,0.0,62.0,5.0,2.0,12.0,2.0,12.0,0.16666666666666666,0.0,0.0,NaN,2.0,3.0,0.6666666666666666,4.0,8.0,3.0,NA,0.0,2.0,6.0,0.5,12.0,13.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/198687_Stats,NA
1988.0,Stinnie,NA,Phil,34.0,34.0,1187.0,34.9,292.0,604.0,261.0,512.0,0.509765625,31.0,92.0,0.33695652173913043,188.0,228.0,0.8245614035087719,94.0,137.0,62.0,NA,21.0,41.0,803.0,23.6,231.0,108.0,2.0,35.0,Senior,6-8,80.0,210,0.0,Charlottesville,Va.,http://vcuathletics.com/sports/mbkb/archives/198788_Stats,Charlottesville
1988.0,Cheeks,NA,NA,35.0,35.0,1169.0,33.4,224.0,480.0,177.0,354.0,0.5,47.0,126.0,0.373015873015873,111.0,148.0,0.75,76.0,72.0,111.0,NA,6.0,44.0,606.0,17.3,148.0,82.0,3.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/198788_Stats,NA
1988.0,Thompson,NA,John,35.0,35.0,1097.0,31.3,149.0,268.0,149.0,268.0,0.5559701492537313,0.0,0.0,NaN,71.0,95.0,0.7473684210526316,116.0,163.0,33.0,NA,15.0,32.0,369.0,10.5,279.0,76.0,1.0,32.0,Senior,6-8,80.0,237,0.0,Brunswick,Va.,http://vcuathletics.com/sports/mbkb/archives/198788_Stats,NC State
1988.0,Wilson,NA,Vince,35.0,16.0,678.0,19.4,87.0,186.0,79.0,156.0,0.5064102564102564,8.0,30.0,0.26666666666666666,50.0,71.0,0.704225352112676,24.0,51.0,65.0,NA,3.0,28.0,232.0,6.6,75.0,95.0,5.0,30.0,Junior,6-7,79.0,180,0.0,Sumter,S.C.,http://vcuathletics.com/sports/mbkb/archives/198788_Stats,Anderson Junior College
1988.0,Bacon,NA,Lionel,35.0,10.0,807.0,23.1,86.0,215.0,65.0,155.0,0.41935483870967744,21.0,60.0,0.35,37.0,48.0,0.7708333333333334,18.0,49.0,90.0,NA,0.0,26.0,230.0,6.6,67.0,42.0,0.0,34.0,Sophomore,6-0,72.0,170,0.0,Louisville,Ky.,http://vcuathletics.com/sports/mbkb/archives/198788_Stats,Ballard
1988.0,Pettway,NA,Bruce,27.0,15.0,347.0,12.9,47.0,90.0,47.0,90.0,0.5222222222222223,0.0,0.0,NaN,19.0,33.0,0.5757575757575758,23.0,44.0,3.0,NA,7.0,8.0,113.0,4.2,67.0,54.0,3.0,52.0,Senior,6-7,79.0,218,0.0,Birmingham,Ala.,http://vcuathletics.com/sports/mbkb/archives/198788_Stats,University of Alabama
1988.0,Henlan,NA,Martin,35.0,9.0,559.0,16.0,60.0,125.0,60.0,125.0,0.48,0.0,0.0,NaN,19.0,40.0,0.475,84.0,111.0,9.0,NA,23.0,5.0,139.0,4.0,195.0,103.0,4.0,50.0,Junior,6-10,82.0,252,0.0,Birmingham,England,http://vcuathletics.com/sports/mbkb/archives/198788_Stats,Deep Creek
1988.0,McGhee,NA,Derrick,35.0,10.0,555.0,15.9,52.0,116.0,43.0,81.0,0.5308641975308642,9.0,35.0,0.2571428571428571,27.0,44.0,0.6136363636363636,23.0,38.0,58.0,NA,1.0,30.0,140.0,4.0,61.0,92.0,6.0,11.0,Junior,6-2,74.0,195,0.0,Elizabeth,N.J.,http://vcuathletics.com/sports/mbkb/archives/198788_Stats,Elizabeth
1988.0,Bryant,NA,Lou,31.0,11.0,315.0,10.2,33.0,79.0,33.0,79.0,0.4177215189873418,0.0,0.0,NaN,17.0,33.0,0.5151515151515151,40.0,27.0,21.0,NA,6.0,11.0,83.0,2.7,67.0,25.0,0.0,33.0,Junior,6-8,80.0,245,0.0,Greenville,N.C.,http://vcuathletics.com/sports/mbkb/archives/198788_Stats,Merced Junior College
1988.0,Brown,NA,Mike,35.0,1.0,256.0,7.3,11.0,36.0,11.0,36.0,0.3055555555555556,0.0,0.0,NaN,21.0,30.0,0.7,17.0,32.0,21.0,NA,2.0,17.0,43.0,1.2,49.0,25.0,0.0,20.0,Junior,6-6,78.0,190,0.0,Portsmouth,Va.,http://vcuathletics.com/sports/mbkb/archives/198788_Stats,Chowan Junior College
1988.0,Alford,NA,Eric,14.0,0.0,25.0,1.8,5.0,10.0,5.0,10.0,0.5,0.0,0.0,NaN,2.0,3.0,0.6666666666666666,1.0,3.0,1.0,NA,1.0,1.0,12.0,0.9,4.0,5.0,0.0,44.0,Freshman,6-6,78.0,200,0.0,Capitol Heights,Md.,http://vcuathletics.com/sports/mbkb/archives/198788_Stats,Crossland
1988.0,Reid,NA,Darrell,7.0,0.0,30.0,4.3,1.0,6.0,1.0,6.0,0.16666666666666666,0.0,0.0,NaN,1.0,3.0,0.3333333333333333,0.0,7.0,1.0,NA,0.0,3.0,3.0,0.4,7.0,3.0,0.0,24.0,Senior,6-3,75.0,250,0.0,Oakton,Va.,http://vcuathletics.com/sports/mbkb/archives/198788_Stats,Oakton
1989.0,Cheeks,NA,NA,28.0,28.0,978.0,34.9,246.0,520.0,197.0,390.0,0.5051282051282051,49.0,130.0,0.3769230769230769,126.0,165.0,0.7636363636363637,74.0,60.0,82.0,NA,5.0,49.0,667.0,23.8,134.0,88.0,4.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/198889_Stats,NA
1989.0,Bacon,NA,NA,28.0,27.0,915.0,32.7,160.0,368.0,121.0,265.0,0.45660377358490567,39.0,103.0,0.3786407766990291,59.0,80.0,0.7375,30.0,70.0,78.0,NA,1.0,46.0,418.0,14.9,100.0,31.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/198889_Stats,NA
1989.0,Henlan,NA,NA,28.0,25.0,878.0,31.4,117.0,242.0,117.0,242.0,0.4834710743801653,0.0,0.0,NaN,41.0,67.0,0.6119402985074627,71.0,182.0,35.0,NA,28.0,29.0,275.0,9.8,253.0,95.0,6.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/198889_Stats,NA
1989.0,Wilson,NA,NA,28.0,28.0,861.0,30.8,105.0,236.0,97.0,208.0,0.46634615384615385,8.0,28.0,0.2857142857142857,54.0,87.0,0.6206896551724138,37.0,63.0,115.0,NA,6.0,48.0,272.0,9.7,100.0,89.0,5.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/198889_Stats,NA
1989.0,Thompkins,NA,NA,28.0,0.0,453.0,16.2,83.0,163.0,80.0,150.0,0.5333333333333333,3.0,13.0,0.23076923076923078,14.0,19.0,0.7368421052631579,44.0,52.0,15.0,NA,1.0,10.0,183.0,6.5,96.0,45.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/198889_Stats,NA
1989.0,Ford,NA,NA,23.0,16.0,565.0,24.6,56.0,141.0,56.0,141.0,0.3971631205673759,0.0,0.0,NaN,24.0,38.0,0.631578947368421,55.0,91.0,18.0,NA,54.0,14.0,136.0,5.9,146.0,92.0,6.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/198889_Stats,NA
1989.0,Stewart,NA,NA,18.0,0.0,111.0,6.2,24.0,67.0,12.0,32.0,0.375,12.0,35.0,0.34285714285714286,7.0,11.0,0.6363636363636364,5.0,4.0,5.0,NA,0.0,5.0,67.0,3.7,9.0,18.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/198889_Stats,NA
1989.0,Scruggs,NA,NA,27.0,10.0,292.0,10.8,28.0,71.0,28.0,71.0,0.39436619718309857,0.0,0.0,NaN,20.0,30.0,0.6666666666666666,33.0,34.0,5.0,NA,9.0,6.0,76.0,2.8,67.0,48.0,3.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/198889_Stats,NA
1989.0,Alford,NA,NA,25.0,3.0,296.0,11.8,23.0,55.0,23.0,55.0,0.41818181818181815,0.0,0.0,NaN,10.0,27.0,0.37037037037037035,32.0,40.0,5.0,NA,3.0,16.0,56.0,2.2,72.0,42.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/198889_Stats,NA
1989.0,Bryant ,NA,NA,7.0,0.0,40.0,5.7,5.0,10.0,5.0,10.0,0.5,0.0,0.0,NaN,2.0,3.0,0.6666666666666666,4.0,8.0,0.0,NA,1.0,1.0,12.0,1.7,12.0,10.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/198889_Stats,NA
1989.0,Borden,NA,NA,24.0,2.0,148.0,6.2,13.0,26.0,13.0,25.0,0.52,0.0,1.0,0.0,3.0,7.0,0.42857142857142855,13.0,9.0,4.0,NA,2.0,5.0,29.0,1.2,22.0,20.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/198889_Stats,NA
1989.0,McGhee,NA,NA,18.0,1.0,52.0,2.9,4.0,6.0,3.0,5.0,0.6,1.0,1.0,1.0,3.0,10.0,0.3,1.0,1.0,3.0,NA,0.0,0.0,12.0,0.7,2.0,10.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/198889_Stats,NA
1989.0,Fishburne,NA,NA,10.0,0.0,21.0,2.1,0.0,9.0,0.0,6.0,0.0,0.0,3.0,0.0,1.0,3.0,0.3333333333333333,1.0,2.0,5.0,NA,0.0,3.0,1.0,0.1,3.0,3.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/198889_Stats,NA
1989.0,Weinstein,NA,NA,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,NaN,0.0,0.0,NaN,1.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/198889_Stats,NA
1990.0,Lewis,NA,Elander,25.0,23.0,701.0,28.0,144.0,309.0,128.0,250.0,0.512,16.0,59.0,0.2711864406779661,43.0,62.0,0.6935483870967742,43.0,88.0,53.0,NA,1.0,29.0,347.0,13.9,131.0,38.0,0.0,4.0,Junior,6-4,76.0,195,0.0,Albany,N.Y.,http://vcuathletics.com/sports/mbkb/archives/198990_Stats,St. John's University
1990.0,Bacon,NA,Lionel,28.0,26.0,722.0,25.8,111.0,274.0,87.0,185.0,0.4702702702702703,24.0,89.0,0.2696629213483146,34.0,47.0,0.723404255319149,43.0,55.0,38.0,NA,0.0,27.0,280.0,10.0,98.0,28.0,0.0,34.0,Senior,6-0,72.0,170,0.0,Louisville,Ky.,http://vcuathletics.com/sports/mbkb/archives/198990_Stats,Ballard
1990.0,Henlen,NA,NA,28.0,26.0,733.0,26.2,90.0,201.0,90.0,200.0,0.45,0.0,1.0,0.0,22.0,39.0,0.5641025641025641,75.0,140.0,23.0,NA,35.0,18.0,202.0,7.2,215.0,65.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/198990_Stats,NA
1990.0,Weldon,NA,Carl,28.0,27.0,782.0,27.9,61.0,140.0,51.0,112.0,0.45535714285714285,10.0,28.0,0.35714285714285715,59.0,95.0,0.6210526315789474,7.0,43.0,152.0,NA,1.0,36.0,191.0,6.8,50.0,39.0,0.0,24.0,Junior,6-3,75.0,190,0.0,Washigton,D.C.,http://vcuathletics.com/sports/mbkb/archives/198990_Stats,Allen County Community College
1990.0,Thompkins,NA,Derek,25.0,6.0,341.0,13.6,62.0,114.0,59.0,105.0,0.5619047619047619,3.0,9.0,0.3333333333333333,25.0,27.0,0.9259259259259259,22.0,43.0,13.0,NA,2.0,3.0,152.0,6.1,65.0,31.0,0.0,5.0,Junior,6-2,74.0,175,0.0,Hopewell,Va.,http://vcuathletics.com/sports/mbkb/archives/198990_Stats,Davis & Elkins College
